rank,score,name,displayName,displayNameEn,template,subTemplate,category,DAU_6mo,banner_monthly_yen,interstitial_monthly_yen,rewarded_monthly_yen,total_monthly_yen,total_yearly_yen,targetApp,difficulty,theme,bundleId,description
364,239,"character-counter","文字数カウンター","Character Counter","utility","counter","Utility",3966,21416,214164,17847,253427,3041124,"Text tools ($0.99-2)",1,"sunset-purple","com.massapp.charactercounter","テキストの文字数・単語数をカウント"
365,239,"word-counter","単語カウンター","Word Counter","utility","counter","Utility",3966,21416,214164,17847,253427,3041124,"Text tools ($0.99-2)",1,"sakura-pink","com.massapp.wordcounter","英文の単語数と読了時間を計算"
366,239,"spirit-level","水平器","Spirit Level","utility","counter","Utility",3966,21416,214164,17847,253427,3041124,"Level apps ($0.99-2)",1,"coral-reef","com.massapp.spiritlevel","スマホを使った水平器・傾斜計"
367,239,"days-since","経過日数カウント","Days Since Counter","utility","counter","Utility",3966,21416,214164,17847,253427,3041124,"Day counter ($0.99-2)",1,"ocean-blue","com.massapp.dayssince","記念日・イベントからの経過日数を表示"
368,235,"pension-calculator","年金計算機","Pension Calculator","utility","calculator","Finance",3913,14087,52826,17609,84522,1014264,"Pension calculators (¥300-500)",2,"sunset-purple","com.massapp.pensioncalculator","将来の年金受給額を試算"
369,235,"mortgage-calculator","住宅ローン計算機","Mortgage Calculator","utility","calculator","Finance",3913,14087,52826,17609,84522,1014264,"Mortgage Calc Plus ($4.99)",2,"sakura-pink","com.massapp.mortgagecalculator","住宅ローンの月々返済額と総支払額を計算"
370,235,"compound-interest-calc","複利計算機","Compound Interest Calculator","utility","calculator","Finance",3913,14087,52826,17609,84522,1014264,"Financial calculators ($3-15)",1,"midnight-navy","com.massapp.compoundinterestcalc","複利での資産増加をシミュレーション"
371,235,"investment-return-calc","投資利回り計算","Investment Return Calculator","utility","calculator","Finance",3913,14087,52826,17609,84522,1014264,"Financial calculators ($3-15)",2,"sakura-pink","com.massapp.investmentreturncalc","積立投資のリターンをシミュレーション"
372,235,"kanji-to-hiragana","漢字→ひらがな変換","Kanji to Hiragana","utility","converter","Education",3915,14094,52853,17618,84565,1014780,"Japanese text tools (¥100-300)",2,"forest-green","com.massapp.kanjitohiragana","漢字テキストにふりがなを付ける"
373,235,"expense-ratio-calc","生活費比率計算","Living Expense Ratio","utility","calculator","Finance",3913,14087,52826,17609,84522,1014264,"Budget calculators ($1-3)",1,"forest-green","com.massapp.expenseratiocalc","収入に対する生活費の理想比率を計算"
374,235,"rent-vs-buy-calc","賃貸vs購入計算","Rent vs Buy Calculator","utility","calculator","Finance",3913,14087,52826,17609,84522,1014264,"Real estate ($3-5)",2,"sunset-purple","com.massapp.rentvsbuycalc","賃貸と購入どちらが得か試算"
375,235,"net-worth-calc","純資産計算","Net Worth Calculator","utility","calculator","Finance",3913,14087,52826,17609,84522,1014264,"Finance apps ($3-10)",2,"sakura-pink","com.massapp.networthcalc","資産と負債から純資産を計算"
376,235,"fire-calc","FIRE計算機","FIRE Calculator","utility","calculator","Finance",3913,14087,52826,17609,84522,1014264,"FIRE apps ($2-5)",2,"midnight-navy","com.massapp.firecalc","経済的自立（FIRE）達成までの年数を計算"
377,235,"tax-deduction-calc","確定申告控除計算","Tax Deduction Calculator","utility","calculator","Finance",3913,14087,52826,17609,84522,1014264,"Tax apps (¥300-1000)",2,"earth-brown","com.massapp.taxdeductioncalc","ふるさと納税・医療費等の控除額を計算"
378,235,"social-insurance-calc","社会保険料計算","Social Insurance Calculator","utility","calculator","Finance",3913,14087,52826,17609,84522,1014264,"Insurance calcs (¥300-500)",2,"pastel-dream","com.massapp.socialinsurancecalc","給与から社会保険料を計算"
379,235,"inheritance-tax-calc","相続税計算","Inheritance Tax Calculator","utility","calculator","Finance",3913,14087,52826,17609,84522,1014264,"Tax apps (¥500-1000)",3,"mint-fresh","com.massapp.inheritancetaxcalc","遺産額から相続税の概算を計算"
380,226,"baby-name-generator","赤ちゃん名前候補","Baby Name Generator","utility","generator","Lifestyle",3766,13558,135576,16947,166081,1992972,"Baby name apps ($1-3)",1,"midnight-navy","com.massapp.babynamegenerator","画数・読みから赤ちゃんの名前を提案"
381,226,"coin-toss","コイントス","Coin Toss","utility","generator","Sports",3766,13558,135576,16947,166081,1992972,"Coin flip ($0.99)",1,"mint-fresh","com.massapp.cointoss","コイントスで表裏をランダム決定"
382,226,"quote-of-day","今日の名言","Quote of the Day","utility","generator","Lifestyle",3766,13558,135576,16947,166081,1992972,"Quote apps ($1-3)",1,"monochrome","com.massapp.quoteofday","毎日の名言・格言をランダム表示"
383,217,"currency-converter","通貨変換","Currency Converter","utility","converter","Finance",3625,13050,48937,16313,78300,939600,"Currency ($19.99/yr)",2,"earth-brown","com.massapp.currencyconverter","主要通貨のリアルタイムレート変換"
384,216,"discount-calculator","割引計算機","Discount Calculator","utility","calculator","Shopping",3600,12960,48600,16200,77760,933120,"Shopping calculators ($1-2)",1,"monochrome","com.massapp.discountcalculator","割引率から最終価格を瞬時に計算"
385,216,"recipe-converter","レシピ分量変換","Recipe Scaler","utility","calculator","Food & Drink",3600,12960,48600,16200,77760,933120,"Paprika ($4.99)",1,"warm-orange","com.massapp.recipeconverter","レシピの人数に合わせて分量を自動変換"
386,216,"baking-calc","パン・お菓子計算機","Baking Calculator","utility","calculator","Food & Drink",3600,12960,48600,16200,77760,933120,"Baking apps ($1-3)",1,"monochrome","com.massapp.bakingcalc","ベーカーズパーセントから分量を計算"
387,216,"coffee-ratio-calc","コーヒー比率計算","Coffee Ratio Calculator","utility","calculator","Food & Drink",3600,12960,48600,16200,77760,933120,"Coffee apps ($1-3)",1,"forest-green","com.massapp.coffeeratiocalc","豆の量と水量の比率を計算"
388,212,"warikan-calculator","割り勘計算機","Bill Splitter","utility","calculator","Utility",3537,12733,47749,15917,76399,916788,"Warikan apps (¥100-300)",1,"ocean-blue","com.massapp.warikancalculator","飲み会・食事の割り勘を人数別に計算"
389,207,"face-shape-guide","顔型診断","Face Shape Guide","utility","reference","Beauty",3459,12452,46697,15566,74715,896580,"Face shape ($1-3)",1,"midnight-navy","com.massapp.faceshapeguide","顔型に合うヘアスタイル・メガネを提案"
390,207,"sushi-guide","寿司ネタ図鑑","Sushi Guide","utility","reference","Food & Drink",3459,12452,46697,15566,74715,896580,"Food guides ($1-3)",1,"earth-brown","com.massapp.sushiguide","寿司ネタの旬・栄養・英語名を辞典"
391,207,"tea-guide","お茶辞典","Tea Guide","utility","reference","Food & Drink",3459,12452,46697,15566,74715,896580,"Tea apps ($1-3)",1,"mint-fresh","com.massapp.teaguide","日本茶・中国茶・紅茶の種類と淹れ方"
392,203,"password-generator","パスワード生成","Password Generator","utility","generator","Utility",3404,12254,122544,15318,150116,1801392,"1Password ($35.88/yr)",1,"ocean-blue","com.massapp.passwordgenerator","安全なパスワードをランダム生成"
393,203,"random-number","乱数ジェネレーター","Random Number Generator","utility","generator","Utility",3404,12254,122544,15318,150116,1801392,"Random generators ($0.99-2)",1,"forest-green","com.massapp.randomnumber","範囲を指定してランダムな数を生成"
394,203,"team-divider","チーム分け","Team Divider","utility","generator","Utility",3404,12254,122544,15318,150116,1801392,"Team picker apps ($1-2)",1,"sunset-purple","com.massapp.teamdivider","メンバーをランダムにチーム分け"
395,203,"color-generator","カラー生成","Color Generator","utility","generator","Utility",3404,12254,122544,15318,150116,1801392,"Color tools ($1-5)",1,"earth-brown","com.massapp.colorgenerator","ランダムなカラーパレットを生成"
396,203,"yes-no-decider","YES/NO決定機","Yes or No Decider","utility","generator","Utility",3404,12254,122544,15318,150116,1801392,"Decision apps ($0.99)",1,"mint-fresh","com.massapp.yesnodecider","迷った時のYES/NOランダム決定"
397,203,"qr-generator","QRコード生成","QR Code Generator","utility","generator","Utility",3404,12254,122544,15318,150116,1801392,"QR generators ($1-3)",1,"coral-reef","com.massapp.qrgenerator","テキスト・URL・連絡先のQRコード生成"
398,203,"hash-generator","ハッシュ生成","Hash Generator","utility","generator","Utility",3404,12254,122544,15318,150116,1801392,"Security tools ($1-3)",1,"monochrome","com.massapp.hashgenerator","MD5/SHA-1/SHA-256等のハッシュを生成"
399,203,"lorem-ipsum","ダミーテキスト生成","Lorem Ipsum Generator","utility","generator","Utility",3404,12254,122544,15318,150116,1801392,"Dev tools ($0.99)",1,"ocean-blue","com.massapp.loremipsum","デザイン用のダミーテキストを生成"
400,203,"username-generator","ユーザー名生成","Username Generator","utility","generator","Utility",3404,12254,122544,15318,150116,1801392,"Name generators ($0.99-2)",1,"warm-orange","com.massapp.usernamegenerator","SNS・ゲーム用のユニークなユーザー名を生成"
401,203,"uuid-generator","UUID生成","UUID Generator","utility","generator","Utility",3404,12254,122544,15318,150116,1801392,"Dev tools ($0.99)",1,"monochrome","com.massapp.uuidgenerator","UUID v4をワンタップで生成・コピー"
402,199,"cooking-converter","料理単位変換","Cooking Unit Converter","utility","converter","Food & Drink",3336,12010,45036,15012,72058,864696,"Paprika ($4.99)",1,"monochrome","com.massapp.cookingconverter","カップ、大さじ、小さじ、ml、gの料理用単位を変換"
403,196,"flight-time-calc","フライト時間計算","Flight Time Calculator","utility","calculator","Travel",3286,11830,44361,14787,70978,851736,"Flight apps ($1-3)",1,"neon-cyber","com.massapp.flighttimecalc","都市間のフライト時間を計算"
404,196,"jet-lag-calc","時差ボケ計算","Jet Lag Calculator","utility","calculator","Travel",3286,11830,44361,14787,70978,851736,"Jet lag ($1-3)",1,"pastel-dream","com.massapp.jetlagcalc","時差ボケの回復スケジュールを計算"
405,196,"suitcase-weight","スーツケース重量計算","Luggage Weight Calculator","utility","calculator","Travel",3286,11830,44361,14787,70978,851736,"Travel tools ($0.99-2)",1,"warm-orange","com.massapp.suitcaseweight","手荷物の重量制限をチェック"
406,196,"pet-food-calc","ペットフード量計算","Pet Food Calculator","utility","calculator","Lifestyle",3286,11830,44361,14787,70978,851736,"Pet apps ($1-3)",1,"neon-cyber","com.massapp.petfoodcalc","体重に合わせたフード給餌量を計算"
407,188,"kankon-sosai","冠婚葬祭マナー","Etiquette Guide","utility","reference","Lifestyle",3158,11369,42633,14211,68213,818556,"Manner apps (¥300-500)",1,"monochrome","com.massapp.kankonsosai","結婚式・葬儀・お祝いのマナー辞典"
408,188,"noshi-guide","のし袋の書き方","Gift Envelope Guide","utility","reference","Lifestyle",3158,11369,42633,14211,68213,818556,"Noshi apps (¥100-300)",1,"ocean-blue","com.massapp.noshiguide","のし袋の表書き・金額の書き方ガイド"
409,188,"blood-type-guide","血液型ガイド","Blood Type Guide","utility","reference","Lifestyle",3158,11369,42633,14211,68213,818556,"Blood type apps (¥100-300)",1,"warm-orange","com.massapp.bloodtypeguide","血液型別の性格・相性診断"
410,188,"hanakotoba","花言葉辞典","Flower Language Dictionary","utility","reference","Lifestyle",3158,11369,42633,14211,68213,818556,"Flower language apps (¥100-300)",1,"monochrome","com.massapp.hanakotoba","花言葉・誕生花を検索"
411,188,"birthstone-guide","誕生石ガイド","Birthstone Guide","utility","reference","Lifestyle",3158,11369,42633,14211,68213,818556,"Birthstone apps (¥100-200)",1,"ocean-blue","com.massapp.birthstoneguide","月ごとの誕生石とその意味"
412,188,"chord-finder","コード検索","Chord Finder","utility","reference","Music",3158,11369,42633,14211,68213,818556,"Guitar chord apps ($3-5)",1,"sunset-purple","com.massapp.chordfinder","ギター・ピアノのコード表を検索"
413,188,"scale-reference","スケール辞典","Scale Reference","utility","reference","Music",3158,11369,42633,14211,68213,818556,"Music theory ($3-5)",1,"sakura-pink","com.massapp.scalereference","音楽のスケール（音階）辞典"
414,188,"key-signature-ref","調号辞典","Key Signature Reference","utility","reference","Music",3158,11369,42633,14211,68213,818556,"Music theory ($2-5)",1,"ocean-blue","com.massapp.keysignatureref","調号と対応するスケール・コードの辞典"
415,188,"soccer-formation","サッカーフォーメーション","Soccer Formation","utility","reference","Sports",3158,11369,42633,14211,68213,818556,"Tactics board ($1-5)",1,"sakura-pink","com.massapp.soccerformation","サッカーのフォーメーションを作成・共有"
416,188,"garbage-calendar","ゴミ出しカレンダー","Trash Collection Calendar","utility","reference","Lifestyle",3158,11369,42633,14211,68213,818556,"ゴミ出しアプリ (¥100-300)",1,"earth-brown","com.massapp.garbagecalendar","ゴミ収集日のリマインダー"
417,188,"disaster-prep-list","防災チェックリスト","Disaster Prep Checklist","utility","reference","Lifestyle",3158,11369,42633,14211,68213,818556,"Disaster prep (¥100-300)",1,"sakura-pink","com.massapp.disasterpreplist","地震・台風に備える防災グッズチェックリスト"
418,188,"zodiac-calendar","二十四節気カレンダー","Solar Term Calendar","utility","reference","Lifestyle",3158,11369,42633,14211,68213,818556,"Japanese calendar (¥100-300)",1,"monochrome","com.massapp.zodiaccalendar","二十四節気と七十二候を確認"
419,188,"travel-phrase-en","旅行英会話","Travel English Phrases","utility","reference","Travel",3158,11369,42633,14211,68213,818556,"Travel phrase ($2-5)",1,"sakura-pink","com.massapp.travelphraseen","海外旅行で使える英語フレーズ集"
420,188,"travel-phrase-cn","旅行中国語","Travel Chinese Phrases","utility","reference","Travel",3158,11369,42633,14211,68213,818556,"Travel phrase ($2-5)",1,"midnight-navy","com.massapp.travelphrasecn","中国旅行で使えるフレーズ集"
421,188,"travel-phrase-kr","旅行韓国語","Travel Korean Phrases","utility","reference","Travel",3158,11369,42633,14211,68213,818556,"Travel phrase ($2-5)",1,"earth-brown","com.massapp.travelphrasekr","韓国旅行で使えるフレーズ集"
422,188,"voltage-guide","電圧・プラグガイド","Voltage & Plug Guide","utility","reference","Travel",3158,11369,42633,14211,68213,818556,"Travel tools ($0.99-2)",1,"mint-fresh","com.massapp.voltageguide","各国の電圧・コンセント形状を確認"
423,188,"country-info","国情報ガイド","Country Info Guide","utility","reference","Travel",3158,11369,42633,14211,68213,818556,"Travel guides ($2-5)",1,"monochrome","com.massapp.countryinfo","各国の基本情報・ビザ・通貨を確認"
424,188,"tipping-guide","チップガイド","Tipping Guide","utility","reference","Travel",3158,11369,42633,14211,68213,818556,"Tipping guide ($0.99-2)",1,"ocean-blue","com.massapp.tippingguide","各国のチップ文化とマナーを確認"
425,188,"kisetsu-no-kotoba","季節のことば","Seasonal Words","utility","reference","Lifestyle",3158,11369,42633,14211,68213,818556,"Season apps (¥100-300)",1,"mint-fresh","com.massapp.kisetsunokotoba","四季の美しい日本語表現を紹介"
426,188,"tegami-template","手紙の書き方","Letter Template","utility","reference","Lifestyle",3158,11369,42633,14211,68213,818556,"Letter apps (¥100-300)",1,"coral-reef","com.massapp.tegamitemplate","手紙の時候の挨拶・書き方テンプレート"
427,188,"japanese-manners","日本のマナー","Japanese Manners Guide","utility","reference","Lifestyle",3158,11369,42633,14211,68213,818556,"Manner apps (¥100-300)",1,"sunset-purple","com.massapp.japanesemanners","食事・ビジネス・日常のマナーガイド"
428,188,"stain-removal","シミ抜きガイド","Stain Removal Guide","utility","reference","Lifestyle",3158,11369,42633,14211,68213,818556,"Home tips ($0.99-2)",1,"midnight-navy","com.massapp.stainremoval","素材別・汚れ別のシミ抜き方法を解説"
429,176,"tip-calculator","チップ計算機","Tip Calculator","utility","calculator","Utility",2972,10699,40122,13374,64195,770340,"Tip Calculator Gold ($1.99)",1,"pastel-dream","com.massapp.tipcalculator","チップ金額と割り勘を簡単計算"
430,176,"age-calculator","年齢計算機","Age Calculator","utility","calculator","Utility",2972,10699,40122,13374,64195,770340,"Age calculators ($1-2)",1,"mint-fresh","com.massapp.agecalculator","生年月日から正確な年齢・日数を計算"
431,176,"date-calculator","日数計算機","Date Calculator","utility","calculator","Utility",2972,10699,40122,13374,64195,770340,"Date calculators ($1-3)",1,"coral-reef","com.massapp.datecalculator","2つの日付間の日数・営業日を計算"
432,176,"percentage-calculator","パーセント計算機","Percentage Calculator","utility","calculator","Utility",2972,10699,40122,13374,64195,770340,"Various calculators ($1-3)",1,"warm-orange","com.massapp.percentagecalculator","割合・割引・増減のパーセント計算"
433,176,"electricity-cost-calc","電気代計算機","Electricity Cost Calculator","utility","calculator","Utility",2972,10699,40122,13374,64195,770340,"Electricity calculators (¥100-300)",1,"mint-fresh","com.massapp.electricitycostcalc","家電の消費電力から月々の電気代を計算"
434,176,"scientific-calculator","関数電卓","Scientific Calculator","utility","calculator","Utility",2972,10699,40122,13374,64195,770340,"PCalc ($9.99)",2,"coral-reef","com.massapp.scientificcalculator","三角関数・対数・累乗等の関数計算"
435,176,"concrete-calculator","コンクリート計算","Concrete Calculator","utility","calculator","Utility",2972,10699,40122,13374,64195,770340,"Construction calculators ($2-5)",1,"ocean-blue","com.massapp.concretecalculator","コンクリートの必要量と材料配合を計算"
436,176,"paint-calculator","ペンキ量計算","Paint Calculator","utility","calculator","Utility",2972,10699,40122,13374,64195,770340,"Home improvement apps ($1-3)",1,"forest-green","com.massapp.paintcalculator","部屋の壁面積から必要なペンキ量を計算"
437,176,"fabric-calculator","生地量計算","Fabric Calculator","utility","calculator","Utility",2972,10699,40122,13374,64195,770340,"Sewing calculators ($1-3)",1,"sunset-purple","com.massapp.fabriccalculator","裁縫に必要な生地の量を計算"
438,176,"dog-age-calculator","犬の年齢計算","Dog Age Calculator","utility","calculator","Utility",2972,10699,40122,13374,64195,770340,"Pet apps ($1-3)",1,"earth-brown","com.massapp.dogagecalculator","犬の年齢を人間年齢に換算"
439,176,"cat-age-calculator","猫の年齢計算","Cat Age Calculator","utility","calculator","Utility",2972,10699,40122,13374,64195,770340,"Pet apps ($1-3)",1,"neon-cyber","com.massapp.catagecalculator","猫の年齢を人間年齢に換算"
440,176,"aspect-ratio-calc","アスペクト比計算","Aspect Ratio Calculator","utility","calculator","Utility",2972,10699,40122,13374,64195,770340,"Design tools ($1-3)",1,"pastel-dream","com.massapp.aspectratiocalc","画像・動画のアスペクト比とリサイズ計算"
441,176,"subnet-calculator","サブネット計算機","Subnet Calculator","utility","calculator","Utility",2972,10699,40122,13374,64195,770340,"Network tools ($2-5)",2,"mint-fresh","com.massapp.subnetcalculator","IPアドレスのサブネット計算"
442,176,"hex-calculator","16進電卓","Hex Calculator","utility","calculator","Utility",2972,10699,40122,13374,64195,770340,"Programmer calculators ($2-5)",2,"coral-reef","com.massapp.hexcalculator","16進数の四則演算とビット演算"
443,176,"wallpaper-calc","壁紙量計算","Wallpaper Calculator","utility","calculator","Utility",2972,10699,40122,13374,64195,770340,"Home calculators ($1-3)",1,"sunset-purple","com.massapp.wallpapercalc","部屋の面積から必要な壁紙量を計算"
444,176,"tile-calculator","タイル量計算","Tile Calculator","utility","calculator","Utility",2972,10699,40122,13374,64195,770340,"Home calculators ($1-3)",1,"sakura-pink","com.massapp.tilecalculator","床面積から必要なタイル枚数を計算"
445,176,"roof-pitch-calc","屋根勾配計算","Roof Pitch Calculator","utility","calculator","Utility",2972,10699,40122,13374,64195,770340,"Construction apps ($1-3)",1,"sakura-pink","com.massapp.roofpitchcalc","屋根の角度と面積を計算"
446,176,"photo-print-size","写真印刷サイズ計算","Photo Print Size Calculator","utility","calculator","Utility",2972,10699,40122,13374,64195,770340,"Photo tools ($1-3)",1,"earth-brown","com.massapp.photoprintsize","画像解像度から適切な印刷サイズを計算"
447,169,"rokuyo-calendar","六曜カレンダー","Rokuyo Calendar","utility","reference","Utility",2857,10285,38569,12857,61711,740532,"CalCs (¥100)",1,"pastel-dream","com.massapp.rokuyocalendar","大安・仏滅・友引等の六曜を確認"
448,169,"nenrei-hayami","年齢早見表","Age Lookup Table","utility","reference","Utility",2857,10285,38569,12857,61711,740532,"Japanese age apps (¥100-300)",1,"mint-fresh","com.massapp.nenreihayami","生まれ年から年齢・干支・学年を一覧表示"
449,169,"eto-calculator","干支計算","Chinese Zodiac","utility","reference","Utility",2857,10285,38569,12857,61711,740532,"Zodiac apps (¥100-300)",1,"coral-reef","com.massapp.etocalculator","十二支・十干を確認する干支計算"
450,169,"color-palette","カラーパレット","Color Palette","utility","reference","Utility",2857,10285,38569,12857,61711,740532,"Color tools ($1-5)",1,"earth-brown","com.massapp.colorpalette","和色・Webカラーのカラーパレット辞典"
451,169,"ascii-table","ASCII表","ASCII Table","utility","reference","Utility",2857,10285,38569,12857,61711,740532,"Dev tools ($1-3)",1,"neon-cyber","com.massapp.asciitable","ASCII/Unicodeコード表の参照ツール"
452,169,"world-holidays","世界の祝日","World Holidays","utility","reference","Utility",2857,10285,38569,12857,61711,740532,"Holiday apps ($1-3)",1,"coral-reef","com.massapp.worldholidays","各国の祝日・記念日カレンダー"
453,169,"markdown-preview","Markdownプレビュー","Markdown Preview","utility","reference","Utility",2857,10285,38569,12857,61711,740532,"iA Writer ($29.99)",2,"neon-cyber","com.massapp.markdownpreview","Markdownテキストをリアルタイムプレビュー"
454,169,"regex-tester","正規表現テスター","Regex Tester","utility","reference","Utility",2857,10285,38569,12857,61711,740532,"Dev tools ($2-5)",2,"pastel-dream","com.massapp.regextester","正規表現をテスト・マッチ結果を表示"
455,169,"json-formatter","JSONフォーマッター","JSON Formatter","utility","reference","Utility",2857,10285,38569,12857,61711,740532,"Dev tools ($1-3)",2,"mint-fresh","com.massapp.jsonformatter","JSONデータを整形・バリデーション"
456,169,"ip-address-lookup","IPアドレス確認","IP Address Lookup","utility","reference","Utility",2857,10285,38569,12857,61711,740532,"Network tools ($1-3)",1,"midnight-navy","com.massapp.ipaddresslookup","自分のIPアドレスと位置情報を確認"
457,169,"ring-size-chart","リングサイズ表","Ring Size Chart","utility","reference","Utility",2857,10285,38569,12857,61711,740532,"Ring size ($0.99)",1,"sakura-pink","com.massapp.ringsizechart","日本・US・UK等のリングサイズ対照表"
458,169,"world-clock","世界時計","World Clock","utility","reference","Utility",2857,10285,38569,12857,61711,740532,"World clock ($1-3)",1,"earth-brown","com.massapp.worldclock","世界各都市の現在時刻を一覧表示"
459,169,"analog-clock","アナログ時計","Analog Clock","utility","reference","Utility",2857,10285,38569,12857,61711,740532,"Clock apps ($0.99-3)",1,"neon-cyber","com.massapp.analogclock","美しいアナログ時計の表示"
460,169,"flip-clock","フリップクロック","Flip Clock","utility","reference","Utility",2857,10285,38569,12857,61711,740532,"Flip clock ($0.99-3)",1,"pastel-dream","com.massapp.flipclock","レトロなフリップ式の時計表示"
461,169,"night-clock","ナイトクロック","Night Clock","utility","reference","Utility",2857,10285,38569,12857,61711,740532,"Night clock ($0.99-2)",1,"mint-fresh","com.massapp.nightclock","暗い部屋でも見やすい夜用時計"
462,169,"sunrise-sunset","日の出日の入り","Sunrise Sunset","utility","reference","Utility",2857,10285,38569,12857,61711,740532,"Sun tracker ($1-3)",1,"coral-reef","com.massapp.sunrisesunset","日の出・日の入り時刻を確認"
463,169,"moon-phase","月齢カレンダー","Moon Phase Calendar","utility","reference","Utility",2857,10285,38569,12857,61711,740532,"Moon apps ($1-3)",1,"warm-orange","com.massapp.moonphase","月の満ち欠け・月齢を確認"
464,169,"knot-guide","結び方辞典","Knot Tying Guide","utility","reference","Utility",2857,10285,38569,12857,61711,740532,"Knot apps ($1-3)",1,"sakura-pink","com.massapp.knotguide","ロープ・ネクタイ・靴紐の結び方図解"
465,169,"measurement-guide","計測単位ガイド","Measurement Units Guide","utility","reference","Utility",2857,10285,38569,12857,61711,740532,"Reference ($0.99-2)",1,"earth-brown","com.massapp.measurementguide","各種計測単位の一覧と早見表"
466,163,"length-converter","長さ変換","Length Converter","utility","converter","Utility",2756,9922,37206,12402,59530,714360,"Amount ($1.99)",1,"warm-orange","com.massapp.lengthconverter","メートル、フィート、インチ、マイル等の長さ単位を変換"
467,163,"weight-converter","重さ変換","Weight Converter","utility","converter","Utility",2756,9922,37206,12402,59530,714360,"Convertible ($2.99)",1,"monochrome","com.massapp.weightconverter","キログラム、ポンド、オンス等の重さ単位を変換"
468,163,"temperature-converter","温度変換","Temperature Converter","utility","converter","Utility",2756,9922,37206,12402,59530,714360,"Unit converters ($2-5)",1,"ocean-blue","com.massapp.temperatureconverter","摂氏、華氏、ケルビンの温度を変換"
469,163,"area-converter","面積変換","Area Converter","utility","converter","Utility",2756,9922,37206,12402,59530,714360,"Unit converters ($2-5)",1,"forest-green","com.massapp.areaconverter","平方メートル、坪、エーカー等の面積を変換"
470,163,"volume-converter","体積変換","Volume Converter","utility","converter","Utility",2756,9922,37206,12402,59530,714360,"Convertible ($2.99)",1,"sunset-purple","com.massapp.volumeconverter","リットル、ガロン、cc等の体積を変換"
471,163,"speed-converter","速度変換","Speed Converter","utility","converter","Utility",2756,9922,37206,12402,59530,714360,"Unit converters ($2-5)",1,"sakura-pink","com.massapp.speedconverter","km/h、mph、m/s、ノット等の速度を変換"
472,163,"data-converter","データ容量変換","Data Size Converter","utility","converter","Utility",2756,9922,37206,12402,59530,714360,"Unit converters ($2-5)",1,"midnight-navy","com.massapp.dataconverter","バイト、KB、MB、GB、TBのデータサイズを変換"
473,163,"time-converter","時間変換","Time Converter","utility","converter","Utility",2756,9922,37206,12402,59530,714360,"Unit converters ($2-5)",1,"earth-brown","com.massapp.timeconverter","秒、分、時間、日、週、月、年を相互変換"
474,163,"pressure-converter","気圧変換","Pressure Converter","utility","converter","Utility",2756,9922,37206,12402,59530,714360,"Unit converters ($2-5)",1,"neon-cyber","com.massapp.pressureconverter","hPa、atm、psi、mmHg等の気圧を変換"
475,163,"energy-converter","エネルギー変換","Energy Converter","utility","converter","Utility",2756,9922,37206,12402,59530,714360,"Unit converters ($2-5)",1,"pastel-dream","com.massapp.energyconverter","カロリー、ジュール、kWh等のエネルギーを変換"
476,163,"power-converter","電力変換","Power Converter","utility","converter","Utility",2756,9922,37206,12402,59530,714360,"Unit converters ($2-5)",1,"mint-fresh","com.massapp.powerconverter","ワット、馬力、kW等の電力単位を変換"
477,163,"fuel-converter","燃費変換","Fuel Economy Converter","utility","converter","Utility",2756,9922,37206,12402,59530,714360,"Unit converters ($2-5)",1,"coral-reef","com.massapp.fuelconverter","km/L、MPG、L/100km等の燃費を変換"
478,163,"angle-converter","角度変換","Angle Converter","utility","converter","Utility",2756,9922,37206,12402,59530,714360,"Unit converters ($2-5)",1,"warm-orange","com.massapp.angleconverter","度、ラジアン、グラジアンの角度を変換"
479,163,"shoe-size-converter","靴サイズ変換","Shoe Size Converter","utility","converter","Utility",2756,9922,37206,12402,59530,714360,"Size converters ($1-3)",1,"ocean-blue","com.massapp.shoesizeconverter","日本、US、UK、EU等の靴サイズを変換"
480,163,"clothing-size-converter","服サイズ変換","Clothing Size Converter","utility","converter","Utility",2756,9922,37206,12402,59530,714360,"Size converters ($1-3)",1,"forest-green","com.massapp.clothingsizeconverter","日本、US、UK、EU等の服サイズを変換"
481,163,"number-base-converter","進数変換","Number Base Converter","utility","converter","Utility",2756,9922,37206,12402,59530,714360,"Programmer calculators ($2-5)",1,"sunset-purple","com.massapp.numberbaseconverter","2進数、8進数、10進数、16進数を相互変換"
482,163,"color-code-converter","カラーコード変換","Color Code Converter","utility","converter","Utility",2756,9922,37206,12402,59530,714360,"Color tools ($1-3)",1,"sakura-pink","com.massapp.colorcodeconverter","HEX、RGB、HSL、CMYKのカラーコードを変換"
483,163,"timezone-converter","時差計算","Time Zone Converter","utility","converter","Utility",2756,9922,37206,12402,59530,714360,"World clock apps ($1-3)",1,"midnight-navy","com.massapp.timezoneconverter","世界各地のタイムゾーンを変換・比較"
484,163,"tsubo-meter-converter","坪・平米変換","Tsubo Converter","utility","converter","Utility",2756,9922,37206,12402,59530,714360,"Japanese area converters",1,"neon-cyber","com.massapp.tsubometerconverter","坪、平米、畳の不動産面積を変換"
485,163,"wareki-converter","和暦西暦変換","Japanese Era Converter","utility","converter","Utility",2756,9922,37206,12402,59530,714360,"Japanese era apps (¥100-300)",1,"pastel-dream","com.massapp.warekiconverter","令和・平成・昭和・大正・明治と西暦を相互変換"
